ID,parent_ID,book_ID,quantity,unitPrice,amount
b78437af-0310-4a1c-84a7-106edd1cd168,a3af45b8-344c-45a1-92c2-5540366d6658,c1b2c3d4-e5f6-7890-abcd-ef1234567801,2,12.99,25.98
424483f0-b531-4610-9d22-192b103179fb,a3af45b8-344c-45a1-92c2-5540366d6658,c1b2c3d4-e5f6-7890-abcd-ef1234567815,2,8.49,16.98
0f9525a9-ff3c-4bc8-8fa5-624bbcf59fdc,7f35839d-917f-4f4d-a3da-cb81945bd5da,c1b2c3d4-e5f6-7890-abcd-ef1234567809,2,13.49,26.98
db0c175e-6996-4f65-955d-8c10f7d47a9c,7f35839d-917f-4f4d-a3da-cb81945bd5da,c1b2c3d4-e5f6-7890-abcd-ef1234567811,1,11.99,11.99
a95e2389-34e4-49af-8135-3b93cfb6f3e7,7f35839d-917f-4f4d-a3da-cb81945bd5da,c1b2c3d4-e5f6-7890-abcd-ef1234567812,3,9.99,29.97
b9e59cd9-11f3-4f8e-adfd-ce54d01ce39c,7f35839d-917f-4f4d-a3da-cb81945bd5da,c1b2c3d4-e5f6-7890-abcd-ef1234567820,2,15.99,31.98
a84400d1-3ac9-4741-a2ce-f47e8770d7ad,5a990934-66dd-49e2-add1-d2099d5a99bf,c1b2c3d4-e5f6-7890-abcd-ef1234567801,1,12.99,12.99
d5352e82-4156-4b76-8814-e806f7d1fe0f,5a990934-66dd-49e2-add1-d2099d5a99bf,c1b2c3d4-e5f6-7890-abcd-ef1234567805,3,8.99,26.97
fe008a5b-7fed-46b8-a691-f3cd38b914eb,2160daa3-66a7-4c72-9837-5eefeac937c2,c1b2c3d4-e5f6-7890-abcd-ef1234567810,3,14.99,44.97
c1c81f4d-46d2-4e39-ab42-89e1b9373489,2160daa3-66a7-4c72-9837-5eefeac937c2,c1b2c3d4-e5f6-7890-abcd-ef1234567809,3,13.49,40.47
30dc850e-ca1d-4f7a-8144-982df955b6b4,2160daa3-66a7-4c72-9837-5eefeac937c2,c1b2c3d4-e5f6-7890-abcd-ef1234567811,3,11.99,35.97
e887a6f0-636c-4f0f-a35b-20a29a22cea3,2160daa3-66a7-4c72-9837-5eefeac937c2,c1b2c3d4-e5f6-7890-abcd-ef1234567812,1,9.99,9.99
58f24998-8f4d-488c-ae56-e55418b51f7b,059a3294-e655-457d-8fc5-0b3b77b6575a,c1b2c3d4-e5f6-7890-abcd-ef1234567811,2,11.99,23.98
3def245b-bbb5-4fc8-a8c1-7d9cad22a1b8,059a3294-e655-457d-8fc5-0b3b77b6575a,c1b2c3d4-e5f6-7890-abcd-ef1234567812,1,9.99,9.99
14dc9c82-e153-4704-be2a-9ab9e5ecbfc1,059a3294-e655-457d-8fc5-0b3b77b6575a,c1b2c3d4-e5f6-7890-abcd-ef1234567817,1,13.99,13.99
3597dae1-55cf-4421-85e3-950a953ad7b7,70419ee9-efa0-41f5-a053-d6634e633b59,c1b2c3d4-e5f6-7890-abcd-ef1234567803,1,5.99,5.99
f9f11c79-0045-45b0-9b17-ce8101dc04f4,70419ee9-efa0-41f5-a053-d6634e633b59,c1b2c3d4-e5f6-7890-abcd-ef1234567817,2,13.99,27.98
07cfec42-5692-4db3-b575-cc4face5388a,70419ee9-efa0-41f5-a053-d6634e633b59,c1b2c3d4-e5f6-7890-abcd-ef1234567818,1,10.49,10.49
67d0e27d-9c10-443c-a12c-299e9304cb6e,452d9cac-f565-4f2a-9f2e-5047dfe0fc52,c1b2c3d4-e5f6-7890-abcd-ef1234567804,2,4.99,9.98
e8bd4074-f68d-4ffb-bdc4-484f2f0bcc9d,452d9cac-f565-4f2a-9f2e-5047dfe0fc52,c1b2c3d4-e5f6-7890-abcd-ef1234567814,1,7.99,7.99
50040a72-f63b-4267-b24d-4f07800ad345,452d9cac-f565-4f2a-9f2e-5047dfe0fc52,c1b2c3d4-e5f6-7890-abcd-ef1234567815,3,8.49,25.47
e023b620-98d0-4a3b-8f5f-4dd5e45d19ab,452d9cac-f565-4f2a-9f2e-5047dfe0fc52,c1b2c3d4-e5f6-7890-abcd-ef1234567802,2,11.99,23.98
db3ee11b-d18c-41b6-88eb-88cb0ddd6c93,f75da8fb-780e-44a5-a9a5-4f988a8c2929,c1b2c3d4-e5f6-7890-abcd-ef1234567803,3,5.99,17.97
43054276-cf84-4a2f-aa54-5ecccd38b59e,f75da8fb-780e-44a5-a9a5-4f988a8c2929,c1b2c3d4-e5f6-7890-abcd-ef1234567814,3,7.99,23.97
7563f5f6-9469-43f1-93a1-663ef47d057e,e6e8742c-52d5-4ea6-adb2-9cfb5b1d0caf,c1b2c3d4-e5f6-7890-abcd-ef1234567802,3,11.99,35.97
284c3ca4-865e-4c4b-84bc-57b6685060cd,e6e8742c-52d5-4ea6-adb2-9cfb5b1d0caf,c1b2c3d4-e5f6-7890-abcd-ef1234567808,2,11.49,22.98
0eb9abe8-6553-4a84-a120-3888fe3a96c7,4609b188-403f-4656-8643-3ca1ac4a11cf,c1b2c3d4-e5f6-7890-abcd-ef1234567813,2,12.49,24.98
eedda261-7e07-4acc-8898-b25ea44ee8b0,4609b188-403f-4656-8643-3ca1ac4a11cf,c1b2c3d4-e5f6-7890-abcd-ef1234567817,1,13.99,13.99
b1d33ad6-4373-4bd5-af61-7e1953e395ae,309df032-cc12-4937-ba44-e9159ddcdee6,c1b2c3d4-e5f6-7890-abcd-ef1234567805,1,8.99,8.99
486f9154-539f-4d87-9324-63c46156f6e7,2579757b-ab98-447d-9412-9fe4623a8420,c1b2c3d4-e5f6-7890-abcd-ef1234567816,3,9.99,29.97
6107eace-b499-4675-b179-8e59baeddeaa,2579757b-ab98-447d-9412-9fe4623a8420,c1b2c3d4-e5f6-7890-abcd-ef1234567820,2,15.99,31.98
c72671ee-86a8-47c2-ae3c-11dbda24da26,2579757b-ab98-447d-9412-9fe4623a8420,c1b2c3d4-e5f6-7890-abcd-ef1234567819,2,14.49,28.98
510e9573-2070-4e09-9f1d-3934e3f18750,2579757b-ab98-447d-9412-9fe4623a8420,c1b2c3d4-e5f6-7890-abcd-ef1234567814,2,7.99,15.98
c257869c-777e-439e-b43e-3606d29fa07e,30ad5762-80a0-4bbf-bcdb-667be00626c6,c1b2c3d4-e5f6-7890-abcd-ef1234567802,3,11.99,35.97
18f32c37-af4e-459a-8898-10ea3ce12c20,30ad5762-80a0-4bbf-bcdb-667be00626c6,c1b2c3d4-e5f6-7890-abcd-ef1234567812,2,9.99,19.98
8ebd2db4-0323-4f66-8190-ba8a6dc6fa6b,30ad5762-80a0-4bbf-bcdb-667be00626c6,c1b2c3d4-e5f6-7890-abcd-ef1234567814,2,7.99,15.98
e89a90a4-8468-4f5e-ae26-8b6af96588f3,b0d19af4-a064-46d1-93e8-39615191adfa,c1b2c3d4-e5f6-7890-abcd-ef1234567819,1,14.49,14.49
9f9fd3bf-1082-4429-a314-28b6ed3dccfb,b0d19af4-a064-46d1-93e8-39615191adfa,c1b2c3d4-e5f6-7890-abcd-ef1234567817,1,13.99,13.99
31eb844f-294c-4dd6-9a49-d19a6895422e,b0d19af4-a064-46d1-93e8-39615191adfa,c1b2c3d4-e5f6-7890-abcd-ef1234567820,2,15.99,31.98
6c274f32-60bd-4b32-bb44-9f796bf514cf,b0d19af4-a064-46d1-93e8-39615191adfa,c1b2c3d4-e5f6-7890-abcd-ef1234567805,3,8.99,26.97
e67ff696-1ebd-474a-90f9-1c2b9f74730b,fa721aaa-c24b-446e-bbeb-459ac6888907,c1b2c3d4-e5f6-7890-abcd-ef1234567812,2,9.99,19.98
332be406-ddde-47de-9a1b-315043f63e35,fa721aaa-c24b-446e-bbeb-459ac6888907,c1b2c3d4-e5f6-7890-abcd-ef1234567806,2,10.99,21.98
1adc7da4-0e30-43aa-a4ad-0c79d03322e9,fa721aaa-c24b-446e-bbeb-459ac6888907,c1b2c3d4-e5f6-7890-abcd-ef1234567819,2,14.49,28.98
b55e5a13-c7c6-46f1-a5f6-56714c2e40b1,0c339812-f4c2-4fa2-9b12-532b281100ef,c1b2c3d4-e5f6-7890-abcd-ef1234567813,3,12.49,37.47
5e08c760-0409-4c4b-8532-b7906f89eea0,0c339812-f4c2-4fa2-9b12-532b281100ef,c1b2c3d4-e5f6-7890-abcd-ef1234567802,2,11.99,23.98
8e6b126a-28ab-40dd-8e74-fbbf5758645c,0c339812-f4c2-4fa2-9b12-532b281100ef,c1b2c3d4-e5f6-7890-abcd-ef1234567803,1,5.99,5.99
04b50fb8-8f0f-4e59-94f1-541f9582747a,2b8076ff-22dc-474a-9267-204daa364443,c1b2c3d4-e5f6-7890-abcd-ef1234567813,1,12.49,12.49
89f68f1f-05d8-4367-9669-f1e150473820,4ea67b7d-6f5b-4748-8382-60317eb9f97e,c1b2c3d4-e5f6-7890-abcd-ef1234567813,3,12.49,37.47
9c367899-2d86-46c6-a1e0-5befcbb11bf8,5e1e1465-9387-46fa-9743-f1be0df356f0,c1b2c3d4-e5f6-7890-abcd-ef1234567819,3,14.49,43.47
196148e2-194b-4e79-83c3-e656fd52eb87,5e1e1465-9387-46fa-9743-f1be0df356f0,c1b2c3d4-e5f6-7890-abcd-ef1234567806,3,10.99,32.97
072dc32d-99a6-4c09-8eeb-8a9c102be6f7,025efa8c-8751-4645-90f0-9cc99d09db30,c1b2c3d4-e5f6-7890-abcd-ef1234567808,2,11.49,22.98
f91dcb9d-5679-47ac-b136-52b598943b3f,025efa8c-8751-4645-90f0-9cc99d09db30,c1b2c3d4-e5f6-7890-abcd-ef1234567807,2,9.99,19.98
7e5aa43c-25c0-4c95-aae1-23b92611db42,025efa8c-8751-4645-90f0-9cc99d09db30,c1b2c3d4-e5f6-7890-abcd-ef1234567802,1,11.99,11.99
1c264f3a-cfcf-446d-bf95-a9731a85ae2a,858c99f4-64a2-4a42-bf61-64bd2a59ba64,c1b2c3d4-e5f6-7890-abcd-ef1234567811,3,11.99,35.97
d46b6ce2-23b4-4e79-98aa-7cb3d0939c46,858c99f4-64a2-4a42-bf61-64bd2a59ba64,c1b2c3d4-e5f6-7890-abcd-ef1234567808,1,11.49,11.49
dff502d3-b8f0-4cbe-8359-b167ae3cd810,858c99f4-64a2-4a42-bf61-64bd2a59ba64,c1b2c3d4-e5f6-7890-abcd-ef1234567819,3,14.49,43.47
dfea64c1-5748-48c5-b07c-4b802643a57b,8c4cca00-1e6d-4297-b2bd-e9590f0e16be,c1b2c3d4-e5f6-7890-abcd-ef1234567806,3,10.99,32.97
cbcaecc4-8edf-4b3b-8230-eedaece56cb1,8c4cca00-1e6d-4297-b2bd-e9590f0e16be,c1b2c3d4-e5f6-7890-abcd-ef1234567818,3,10.49,31.47
e3ee69ef-9af8-4db8-be42-f98a1d63684c,8c4cca00-1e6d-4297-b2bd-e9590f0e16be,c1b2c3d4-e5f6-7890-abcd-ef1234567808,3,11.49,34.47
f10c639f-9577-48dc-a18c-b0a25e338d9e,8c4cca00-1e6d-4297-b2bd-e9590f0e16be,c1b2c3d4-e5f6-7890-abcd-ef1234567815,1,8.49,8.49
c84f54e0-642d-4561-8c71-1212438ac5e1,43ea3097-dc60-4f09-a7a9-ab69ed59f106,c1b2c3d4-e5f6-7890-abcd-ef1234567812,3,9.99,29.97
4561c2e9-1cbe-4da7-9b81-2eef8fdf8697,43ea3097-dc60-4f09-a7a9-ab69ed59f106,c1b2c3d4-e5f6-7890-abcd-ef1234567811,1,11.99,11.99
c1c47016-75a0-4c5d-bd27-9b8721a438e4,43ea3097-dc60-4f09-a7a9-ab69ed59f106,c1b2c3d4-e5f6-7890-abcd-ef1234567803,3,5.99,17.97
e26ba11e-cc32-4964-8456-c1bec7fdd776,12d4bd69-1499-4b8f-8dcf-5ed4a727c89b,c1b2c3d4-e5f6-7890-abcd-ef1234567820,3,15.99,47.97
ba2aa070-c126-4d82-9fc5-a2623617e339,12d4bd69-1499-4b8f-8dcf-5ed4a727c89b,c1b2c3d4-e5f6-7890-abcd-ef1234567813,1,12.49,12.49
e9aaef96-df8a-4a4d-a6eb-5f7a0391508b,12d4bd69-1499-4b8f-8dcf-5ed4a727c89b,c1b2c3d4-e5f6-7890-abcd-ef1234567809,1,13.49,13.49
ddf432f6-7351-4b17-9f47-371c301491fd,e797c02f-f52a-44bb-846a-9005e30395a9,c1b2c3d4-e5f6-7890-abcd-ef1234567814,2,7.99,15.98
7eb6c3d0-f663-4cd5-a3d5-16a0e3dae2e1,e797c02f-f52a-44bb-846a-9005e30395a9,c1b2c3d4-e5f6-7890-abcd-ef1234567820,1,15.99,15.99
77be4bd6-88d6-4ac3-8e7b-fd7444de0217,e797c02f-f52a-44bb-846a-9005e30395a9,c1b2c3d4-e5f6-7890-abcd-ef1234567801,3,12.99,38.97
3b308c57-789f-4f2a-b603-d9cb798baf57,a96e5311-f874-4d07-b641-1c2d1b6cfc62,c1b2c3d4-e5f6-7890-abcd-ef1234567803,1,5.99,5.99
ce5efd7a-030a-4e11-9c29-39405db12650,a96e5311-f874-4d07-b641-1c2d1b6cfc62,c1b2c3d4-e5f6-7890-abcd-ef1234567804,1,4.99,4.99
502e67cb-ac8c-491c-9b11-caa4e16fa203,4abea5e6-3d37-44d7-8e9f-8a7813001304,c1b2c3d4-e5f6-7890-abcd-ef1234567805,2,8.99,17.98
45621e9e-0b8e-4fe3-9050-34618e9881c3,4abea5e6-3d37-44d7-8e9f-8a7813001304,c1b2c3d4-e5f6-7890-abcd-ef1234567815,2,8.49,16.98
50f5e00f-9da4-4f26-b396-b14192c98734,4abea5e6-3d37-44d7-8e9f-8a7813001304,c1b2c3d4-e5f6-7890-abcd-ef1234567810,3,14.99,44.97
3e8974af-3ea2-4f13-b9d4-65bbe8226a7a,660b4b8f-2731-4d65-97d3-630051132e85,c1b2c3d4-e5f6-7890-abcd-ef1234567812,3,9.99,29.97
0af683fb-19f0-4b1d-ad8b-87d629052768,660b4b8f-2731-4d65-97d3-630051132e85,c1b2c3d4-e5f6-7890-abcd-ef1234567801,1,12.99,12.99
7bf58c93-4762-4cdf-b857-e36e1304aad4,660b4b8f-2731-4d65-97d3-630051132e85,c1b2c3d4-e5f6-7890-abcd-ef1234567817,3,13.99,41.97
207e4eaa-dca2-4db5-a372-576b4dcacf71,7d7ed71f-c85a-4fc5-ba23-9a3a2b145c18,c1b2c3d4-e5f6-7890-abcd-ef1234567806,1,10.99,10.99
e3041d08-24f4-41ce-bb91-f3709a4334f3,7d7ed71f-c85a-4fc5-ba23-9a3a2b145c18,c1b2c3d4-e5f6-7890-abcd-ef1234567801,3,12.99,38.97
485d6491-fc38-4926-bd5d-a4a8e22e3a2d,7d7ed71f-c85a-4fc5-ba23-9a3a2b145c18,c1b2c3d4-e5f6-7890-abcd-ef1234567805,2,8.99,17.98
501e850e-d24d-48b6-93a8-40fbb43b1e63,7d7ed71f-c85a-4fc5-ba23-9a3a2b145c18,c1b2c3d4-e5f6-7890-abcd-ef1234567816,3,9.99,29.97
0b66210d-83e1-44c4-81b6-b8cce0eeb25b,db3fa6a4-77af-42b3-84de-3cce2d3a2f45,c1b2c3d4-e5f6-7890-abcd-ef1234567812,2,9.99,19.98
4d09aff4-f136-484a-bc0d-f7886ac3955d,db3fa6a4-77af-42b3-84de-3cce2d3a2f45,c1b2c3d4-e5f6-7890-abcd-ef1234567804,1,4.99,4.99
f4f8fefa-d964-4339-a137-5fde9df19574,455741c9-b4a1-4aa1-a14f-2890c5d29aff,c1b2c3d4-e5f6-7890-abcd-ef1234567801,1,12.99,12.99
ec2dcf2c-6f4e-41ca-af06-62222e1d0801,455741c9-b4a1-4aa1-a14f-2890c5d29aff,c1b2c3d4-e5f6-7890-abcd-ef1234567807,2,9.99,19.98
4be8d29f-cd8a-4f99-84c4-494d259618fd,455741c9-b4a1-4aa1-a14f-2890c5d29aff,c1b2c3d4-e5f6-7890-abcd-ef1234567816,3,9.99,29.97
a98135bb-b5d4-41e6-a8ad-2b6b5234b22b,c3aaf71f-71cf-4f73-8a12-ab9ae87aee7e,c1b2c3d4-e5f6-7890-abcd-ef1234567818,3,10.49,31.47
dd93cd0c-7424-46b8-bcc9-6d4195794c2d,25a99ed2-9857-453c-8500-f2474b2e4347,c1b2c3d4-e5f6-7890-abcd-ef1234567820,2,15.99,31.98
e7b1e563-fc56-474e-8d26-b2b0f25bdb20,11604570-af89-4858-bb43-7881d687a770,c1b2c3d4-e5f6-7890-abcd-ef1234567801,2,12.99,25.98
cc733132-0a3d-45e0-b633-069427e04175,b668b6f3-1f95-4d72-82e3-9332c88175ec,c1b2c3d4-e5f6-7890-abcd-ef1234567806,2,10.99,21.98
6e9ffbe4-e869-4c5a-8175-54e6df821336,debc9780-0339-45cf-9e59-c8650c6b064e,c1b2c3d4-e5f6-7890-abcd-ef1234567811,1,11.99,11.99
21d5db60-4d93-47a6-88ab-8bf305995db6,debc9780-0339-45cf-9e59-c8650c6b064e,c1b2c3d4-e5f6-7890-abcd-ef1234567801,2,12.99,25.98
b7ebc42b-010f-400f-a3dd-a8bc9c7e5ffd,debc9780-0339-45cf-9e59-c8650c6b064e,c1b2c3d4-e5f6-7890-abcd-ef1234567817,3,13.99,41.97
57820c64-a901-46d0-8186-437f01e0d0dc,5814da44-382a-49a3-acdc-6c6ca88bc502,c1b2c3d4-e5f6-7890-abcd-ef1234567801,2,12.99,25.98
3e78e32f-a672-45f8-945c-96891dd5e672,5814da44-382a-49a3-acdc-6c6ca88bc502,c1b2c3d4-e5f6-7890-abcd-ef1234567807,2,9.99,19.98
055d100d-6073-4e7f-9a7a-ea8e868639b9,80dee9ce-721e-4234-9cbb-f63498c3f87e,c1b2c3d4-e5f6-7890-abcd-ef1234567810,3,14.99,44.97
de3f5047-db92-4f7e-ad75-a83d73ecf218,80dee9ce-721e-4234-9cbb-f63498c3f87e,c1b2c3d4-e5f6-7890-abcd-ef1234567804,2,4.99,9.98
73959653-d2ed-4f2f-af44-7ea2c6e8007c,80dee9ce-721e-4234-9cbb-f63498c3f87e,c1b2c3d4-e5f6-7890-abcd-ef1234567803,1,5.99,5.99
865eade8-e2d4-4027-950c-790cd81ffb7c,683c0762-d486-461b-9be2-0e780f5df654,c1b2c3d4-e5f6-7890-abcd-ef1234567817,2,13.99,27.98
1960a8ba-d0b2-4d00-9aba-0e776f588109,683c0762-d486-461b-9be2-0e780f5df654,c1b2c3d4-e5f6-7890-abcd-ef1234567803,1,5.99,5.99
273f2769-d038-4eb0-a5c9-f76d7592f77c,16ffc6d7-2b58-4ce3-a714-dee0c759d0c7,c1b2c3d4-e5f6-7890-abcd-ef1234567820,3,15.99,47.97
9c15cf9d-e05a-47ac-8aac-5b6fbc62ccb5,16ffc6d7-2b58-4ce3-a714-dee0c759d0c7,c1b2c3d4-e5f6-7890-abcd-ef1234567809,3,13.49,40.47
de0e45a7-0ed4-4d73-99cf-22deef092002,16ffc6d7-2b58-4ce3-a714-dee0c759d0c7,c1b2c3d4-e5f6-7890-abcd-ef1234567812,1,9.99,9.99
66cdf0db-a2c6-4f64-a1df-d427e2ff8209,ec77e503-66b4-4302-a925-8453cb648371,c1b2c3d4-e5f6-7890-abcd-ef1234567806,2,10.99,21.98
14b83a54-8ce6-4b6d-a6bd-8e6e40656117,ec77e503-66b4-4302-a925-8453cb648371,c1b2c3d4-e5f6-7890-abcd-ef1234567804,2,4.99,9.98
e37fc073-73d1-4395-a692-ed62bc14a5bb,ec77e503-66b4-4302-a925-8453cb648371,c1b2c3d4-e5f6-7890-abcd-ef1234567814,2,7.99,15.98
1ce13a62-e9a3-4747-92f8-cd8fcdb15783,5543b900-c058-4e6c-a81a-aaf360acbff5,c1b2c3d4-e5f6-7890-abcd-ef1234567804,2,4.99,9.98
ac4a65ff-48a7-4bae-af26-29a034567a04,5543b900-c058-4e6c-a81a-aaf360acbff5,c1b2c3d4-e5f6-7890-abcd-ef1234567815,3,8.49,25.47
aa0244d3-c4f0-4faf-9ecb-899896548d89,5543b900-c058-4e6c-a81a-aaf360acbff5,c1b2c3d4-e5f6-7890-abcd-ef1234567813,1,12.49,12.49
0f6c4dbc-5355-42b1-8591-ee5c68a9de45,5543b900-c058-4e6c-a81a-aaf360acbff5,c1b2c3d4-e5f6-7890-abcd-ef1234567807,2,9.99,19.98
8224ada6-57fd-4535-9c4e-d2e55a1fd9f6,1f71a176-4adc-4906-8d9f-1a85965ea658,c1b2c3d4-e5f6-7890-abcd-ef1234567806,1,10.99,10.99
cd26003d-d88a-4a03-a904-06c8548feaa3,54ed0603-9388-42df-9a8f-abeb4a7bda29,c1b2c3d4-e5f6-7890-abcd-ef1234567814,3,7.99,23.97
d142d945-806d-49db-b4d8-4c4868d2bfa1,54ed0603-9388-42df-9a8f-abeb4a7bda29,c1b2c3d4-e5f6-7890-abcd-ef1234567813,2,12.49,24.98
03d96d38-5896-4fee-81df-ff3cc11ee040,54ed0603-9388-42df-9a8f-abeb4a7bda29,c1b2c3d4-e5f6-7890-abcd-ef1234567812,2,9.99,19.98
7421fd84-bf6d-41d3-b847-1e9883283942,2d9bc0ee-fd82-4715-8d74-e481439778cd,c1b2c3d4-e5f6-7890-abcd-ef1234567814,2,7.99,15.98
9dd7a81d-fc49-4065-8b47-871cc506f74c,2d9bc0ee-fd82-4715-8d74-e481439778cd,c1b2c3d4-e5f6-7890-abcd-ef1234567811,2,11.99,23.98
3f149d93-0e76-4f1b-8f72-f9293f7fe66a,bba0b61b-7ab2-4e87-aa22-571087c5c888,c1b2c3d4-e5f6-7890-abcd-ef1234567813,3,12.49,37.47
bd1ce75f-e8a0-4feb-8278-4331ba416a75,bba0b61b-7ab2-4e87-aa22-571087c5c888,c1b2c3d4-e5f6-7890-abcd-ef1234567810,3,14.99,44.97
d97f1c97-4aaf-4d20-a723-d8751256df10,bba0b61b-7ab2-4e87-aa22-571087c5c888,c1b2c3d4-e5f6-7890-abcd-ef1234567816,1,9.99,9.99
6d789c50-2211-4380-b6f6-99f0eb0ee323,f0353add-9fe1-4284-87d7-511c943b642e,c1b2c3d4-e5f6-7890-abcd-ef1234567806,2,10.99,21.98
c0c8c008-cf30-445e-9c9c-287c13270e33,04f32614-0937-4f24-91eb-b3586e4c42c4,c1b2c3d4-e5f6-7890-abcd-ef1234567820,2,15.99,31.98
7a6530fa-b8b6-44ca-8a4b-d8e835202708,5f7bde57-6210-40fe-8224-0a5d22aa7b50,c1b2c3d4-e5f6-7890-abcd-ef1234567815,2,8.49,16.98
a3937580-8282-4ec2-846f-74d7ea5e3cbc,5f7bde57-6210-40fe-8224-0a5d22aa7b50,c1b2c3d4-e5f6-7890-abcd-ef1234567813,2,12.49,24.98
8b6ea994-ff45-4900-86f6-f4f5686286ff,5f7bde57-6210-40fe-8224-0a5d22aa7b50,c1b2c3d4-e5f6-7890-abcd-ef1234567819,1,14.49,14.49
b5cf4e1a-3e2e-46bb-a1aa-6895a6bb8315,1f4b239e-56b6-4958-89f9-a14683a264e3,c1b2c3d4-e5f6-7890-abcd-ef1234567809,3,13.49,40.47
adb5cdb7-d2d6-49de-9957-93c4930ffd5d,1f4b239e-56b6-4958-89f9-a14683a264e3,c1b2c3d4-e5f6-7890-abcd-ef1234567820,1,15.99,15.99
1fc88aa3-d3c7-41b9-bf9f-5997ddba00a2,06b0465d-e165-4e26-b185-2850385eaef1,c1b2c3d4-e5f6-7890-abcd-ef1234567808,1,11.49,11.49
71979a43-241d-4c5e-81c0-5888132a3069,06b0465d-e165-4e26-b185-2850385eaef1,c1b2c3d4-e5f6-7890-abcd-ef1234567810,1,14.99,14.99
2e72d983-fd9c-465f-a464-b8445f203bbb,06b0465d-e165-4e26-b185-2850385eaef1,c1b2c3d4-e5f6-7890-abcd-ef1234567817,3,13.99,41.97
e6188ab1-7310-42ee-81c4-fe50a2bcc799,b9b9cf93-5368-4b3b-a3d5-3bd1f9185bbf,c1b2c3d4-e5f6-7890-abcd-ef1234567806,3,10.99,32.97
824df64d-8b12-4282-aa2d-2154254de328,b9b9cf93-5368-4b3b-a3d5-3bd1f9185bbf,c1b2c3d4-e5f6-7890-abcd-ef1234567801,2,12.99,25.98
64803438-131b-4239-a05f-353c84881d37,b9b9cf93-5368-4b3b-a3d5-3bd1f9185bbf,c1b2c3d4-e5f6-7890-abcd-ef1234567810,3,14.99,44.97
67b0c491-6778-4fac-8a27-8a83c087d9b8,71c38c4a-5e78-4abc-95b6-6eb746da6548,c1b2c3d4-e5f6-7890-abcd-ef1234567814,1,7.99,7.99
c9f64dcb-6056-491c-92dd-1514b3560e85,71c38c4a-5e78-4abc-95b6-6eb746da6548,c1b2c3d4-e5f6-7890-abcd-ef1234567813,2,12.49,24.98
312c852e-37ea-448e-b9e9-d1600044a6d2,71c38c4a-5e78-4abc-95b6-6eb746da6548,c1b2c3d4-e5f6-7890-abcd-ef1234567806,2,10.99,21.98
