ID,orderNo,orderDate,status,totalAmount,currency_code
8104f344-9d66-4a68-a5f5-a416b223753f,ORD-00079,2026-04-11T18:36:00.000Z,delivered,35.47,USD
21c83608-b96e-49d2-8064-0c33ec00b577,ORD-00088,2026-04-11T18:39:00.000Z,delivered,87.43,USD
06b0465d-e165-4e26-b185-2850385eaef1,ORD-00056,2026-04-11T18:53:00.000Z,delivered,68.45,USD
25cc3b5f-ef44-4c56-aae2-0a8c868db20e,ORD-00125,2026-04-11T19:35:00.000Z,delivered,50.96,USD
debc9780-0339-45cf-9e59-c8650c6b064e,ORD-00041,2026-04-11T20:40:00.000Z,delivered,79.94,USD
5814da44-382a-49a3-acdc-6c6ca88bc502,ORD-00042,2026-04-11T21:48:00.000Z,delivered,45.96,USD
02e79fae-1b8d-4273-a895-a3690aebea47,ORD-00177,2026-04-12T12:06:00.000Z,delivered,26.97,USD
2d3d8cd1-ee66-4e68-aed0-51e608be99dd,ORD-00133,2026-04-12T19:27:00.000Z,delivered,51.95,USD
a5a54aea-6421-44d4-9d79-d1526a80ec03,ORD-00162,2026-04-13T12:07:00.000Z,delivered,43.46,USD
2160daa3-66a7-4c72-9837-5eefeac937c2,ORD-00009,2026-04-13T15:14:00.000Z,delivered,131.40,USD
d54fdfee-74fb-456a-aed4-05d7b02c9a1a,ORD-00166,2026-04-13T16:17:00.000Z,delivered,26.97,USD
feee968d-8f84-4ecb-a6f6-d964cd6f75a5,ORD-00159,2026-04-13T17:12:00.000Z,delivered,76.44,USD
9c99ceac-1b04-4424-8694-d4e83784209e,ORD-00154,2026-04-13T18:18:00.000Z,delivered,60.44,USD
2579757b-ab98-447d-9412-9fe4623a8420,ORD-00017,2026-04-13T20:38:00.000Z,delivered,106.91,USD
f75da8fb-780e-44a5-a9a5-4f988a8c2929,ORD-00013,2026-04-13T20:44:00.000Z,delivered,41.94,USD
1bac08e3-58fc-48fb-b549-041f88a0ddff,ORD-00200,2026-04-13T20:48:00.000Z,delivered,134.40,USD
81d4bc12-506d-41fc-8edc-a01b75d64d35,ORD-00168,2026-04-13T21:23:00.000Z,delivered,28.98,USD
2b8076ff-22dc-474a-9267-204daa364443,ORD-00022,2026-04-13T22:40:00.000Z,delivered,12.49,USD
02dbd2a4-190d-4899-bf2b-c95e0cdfd9dd,ORD-00092,2026-04-14T10:12:00.000Z,delivered,123.40,USD
b9b9cf93-5368-4b3b-a3d5-3bd1f9185bbf,ORD-00057,2026-04-14T14:24:00.000Z,delivered,103.92,USD
17f72bd0-157f-4085-b19d-299faf981486,ORD-00170,2026-04-14T17:52:00.000Z,delivered,101.91,USD
c6d59dec-ad2b-41ed-a322-ed06e059f14e,ORD-00096,2026-04-14T17:54:00.000Z,delivered,13.99,USD
27631959-3b3f-4cd0-9bbe-5786a170a415,ORD-00199,2026-04-14T18:19:00.000Z,delivered,83.92,USD
b668b6f3-1f95-4d72-82e3-9332c88175ec,ORD-00040,2026-04-14T18:33:00.000Z,delivered,21.98,USD
68b9fd5d-bcec-4a98-b38b-da01f21fef60,ORD-00178,2026-04-14T19:23:00.000Z,delivered,69.95,USD
d12acda8-74df-49c7-b3a0-3c1b1db27c09,ORD-00118,2026-04-14T20:18:00.000Z,delivered,12.99,USD
0c339812-f4c2-4fa2-9b12-532b281100ef,ORD-00021,2026-04-14T22:02:00.000Z,delivered,67.44,USD
9fee0040-9b11-4490-9173-2a9c2524ab56,ORD-00119,2026-04-14T22:28:00.000Z,delivered,14.99,USD
4609b188-403f-4656-8643-3ca1ac4a11cf,ORD-00015,2026-04-15T05:28:00.000Z,delivered,38.97,USD
d7314882-aa61-4471-b8e8-a8097d7ee184,ORD-00098,2026-04-15T10:03:00.000Z,delivered,24.98,USD
a7a70f0b-b494-4c2e-9bb7-21045b027b0d,ORD-00099,2026-04-15T11:11:00.000Z,delivered,77.94,USD
2da615f1-cd7b-4708-858a-8a38c48571f6,ORD-00193,2026-04-15T12:27:00.000Z,delivered,43.47,USD
9efbb9c1-1279-40b0-82fb-11ee549a38c4,ORD-00194,2026-04-15T12:57:00.000Z,delivered,63.45,USD
b1c60adc-9270-4a58-ac57-11bb7936cb7a,ORD-00121,2026-04-15T15:55:00.000Z,delivered,19.98,USD
5f7bde57-6210-40fe-8224-0a5d22aa7b50,ORD-00054,2026-04-15T16:51:00.000Z,delivered,56.45,USD
b60d8541-e90b-4103-93f6-9e973ba1d3e4,ORD-00183,2026-04-15T22:16:00.000Z,cancelled,48.95,USD
a3af45b8-344c-45a1-92c2-5540366d6658,ORD-00006,2026-04-15T23:47:00.000Z,delivered,42.96,USD
c6fff2a6-d1f0-43a4-bbb2-09ebfbaeb019,ORD-00198,2026-04-16T09:43:00.000Z,delivered,24.48,USD
54ed0603-9388-42df-9a8f-abeb4a7bda29,ORD-00049,2026-04-16T11:15:00.000Z,delivered,68.93,USD
79086fdb-f92c-4343-acf1-a7def282aa27,ORD-00070,2026-04-16T11:28:00.000Z,delivered,50.96,USD
d2f6f3a2-f692-4013-b75c-01ef59d3a2ac,ORD-00124,2026-04-16T12:55:00.000Z,delivered,21.96,USD
16ffc6d7-2b58-4ce3-a714-dee0c759d0c7,ORD-00045,2026-04-16T16:04:00.000Z,delivered,98.43,USD
059a3294-e655-457d-8fc5-0b3b77b6575a,ORD-00010,2026-04-16T17:17:00.000Z,delivered,47.96,USD
69541496-ab7e-4f9f-aa45-eaad394e33bc,ORD-00161,2026-04-16T17:52:00.000Z,delivered,76.93,USD
f4ef5677-3749-468d-b2a0-17cb8f9745a7,ORD-00074,2026-04-16T18:14:00.000Z,delivered,35.46,USD
309df032-cc12-4937-ba44-e9159ddcdee6,ORD-00016,2026-04-16T18:32:00.000Z,cancelled,8.99,USD
ac400842-cec5-470d-ad4d-8270f2dc94f4,ORD-00113,2026-04-16T21:55:00.000Z,delivered,49.95,USD
025efa8c-8751-4645-90f0-9cc99d09db30,ORD-00025,2026-04-16T22:01:00.000Z,delivered,54.95,USD
455aec2f-fa40-4e88-a926-e0a177a9533e,ORD-00136,2026-04-16T22:23:00.000Z,cancelled,14.49,USD
fa59b9c9-393b-4a3b-a267-2135152d58e0,ORD-00180,2026-04-17T09:07:00.000Z,delivered,81.93,USD
25c56226-f026-449b-b0cb-7a64115c105e,ORD-00103,2026-04-17T11:08:00.000Z,delivered,60.45,USD
279fed1c-754c-4f5d-9706-09e4ca37d3e6,ORD-00192,2026-04-17T21:34:00.000Z,delivered,33.97,USD
e69badce-7d83-4e3a-9fa9-157a3a640c92,ORD-00059,2026-04-17T21:38:00.000Z,delivered,93.43,USD
9b8d0627-004e-4406-a955-794ff622917f,ORD-00146,2026-04-17T21:52:00.000Z,delivered,60.95,USD
2beaa3e2-028d-4136-afce-ef0c4f6479c8,ORD-00001,2026-04-18T06:13:00.000Z,delivered,67.44,USD
683c0762-d486-461b-9be2-0e780f5df654,ORD-00044,2026-04-18T07:15:00.000Z,delivered,33.97,USD
a96e5311-f874-4d07-b641-1c2d1b6cfc62,ORD-00031,2026-04-18T10:19:00.000Z,delivered,10.98,USD
4f820a69-c5bc-48c1-9162-2f6e4153c2ec,ORD-00182,2026-04-18T10:25:00.000Z,delivered,27.98,USD
f5665bad-f4fb-4ffb-9362-912900f1b04d,ORD-00080,2026-04-18T11:59:00.000Z,delivered,26.97,USD
30ad5762-80a0-4bbf-bcdb-667be00626c6,ORD-00018,2026-04-18T12:02:00.000Z,delivered,71.93,USD
aef36cda-c3d7-41e3-88ca-b7a104aa360b,ORD-00181,2026-04-18T13:54:00.000Z,delivered,23.48,USD
11604570-af89-4858-bb43-7881d687a770,ORD-00039,2026-04-18T15:17:00.000Z,delivered,25.98,USD
074f882e-43a6-4551-9313-2e634947fd19,ORD-00135,2026-04-18T15:50:00.000Z,delivered,64.94,USD
89dd79ae-b513-4260-aa6f-05c3f7e7023b,ORD-00138,2026-04-18T16:38:00.000Z,delivered,53.45,USD
0833c798-d460-46bb-b69c-6cf7ef9dc5d4,ORD-00140,2026-04-18T18:17:00.000Z,delivered,14.97,USD
a427fe08-eb14-4e43-aecb-46190de46ee9,ORD-00094,2026-04-18T18:22:00.000Z,delivered,99.91,USD
5b8b3350-4c34-4740-844e-98621c693ce7,ORD-00147,2026-04-18T19:47:00.000Z,delivered,50.46,USD
ea3327ab-56c5-4335-94ac-5216128b7f68,ORD-00151,2026-04-18T23:01:00.000Z,delivered,25.98,USD
454551ac-5835-4524-8c32-be0e7d20a639,ORD-00101,2026-04-19T09:14:00.000Z,delivered,27.98,USD
527e96ad-230e-4040-ade1-61a85a96e064,ORD-00086,2026-04-19T11:39:00.000Z,delivered,74.94,USD
c7dd02de-99ab-4976-99ac-efc97d6e0adc,ORD-00002,2026-04-19T12:20:00.000Z,delivered,27.47,USD
5bada963-e896-44a7-a2ee-7ed971d3390b,ORD-00117,2026-04-19T15:40:00.000Z,delivered,88.42,USD
5e1e1465-9387-46fa-9743-f1be0df356f0,ORD-00024,2026-04-20T17:48:00.000Z,cancelled,76.44,USD
66b69f69-b63a-484b-88bf-b723efb2c67f,ORD-00089,2026-04-20T18:48:00.000Z,cancelled,33.96,USD
3403314d-8930-44ec-a666-0a6d6e0a4e2c,ORD-00126,2026-04-20T19:01:00.000Z,delivered,31.47,USD
b9a11f04-e2cf-4a93-b46b-0e2e41907a7a,ORD-00123,2026-04-20T19:26:00.000Z,shipped,67.94,USD
091114e1-f6ff-4f91-9c01-ba07408fe8b3,ORD-00187,2026-04-20T19:40:00.000Z,delivered,11.99,USD
4c65bab5-7985-463d-9196-26a9e57248cd,ORD-00196,2026-04-20T20:12:00.000Z,delivered,100.41,USD
686dad38-4d72-4cfb-83e6-1beff0a35cb1,ORD-00190,2026-04-21T11:59:00.000Z,delivered,46.96,USD
6078f29b-82b3-49eb-97cc-0ca4b7e19c82,ORD-00003,2026-04-21T17:12:00.000Z,delivered,47.95,USD
082e8cc5-d732-4ba3-aab8-420cb83cfba4,ORD-00077,2026-04-21T20:03:00.000Z,delivered,51.96,USD
1143cef9-0c11-4edb-9dbb-d5360f677c65,ORD-00069,2026-04-21T20:59:00.000Z,shipped,99.42,USD
ba56ae4e-5ef4-4980-8cfa-0efe7d162cd8,ORD-00188,2026-04-21T22:34:00.000Z,delivered,29.97,USD
452d9cac-f565-4f2a-9f2e-5047dfe0fc52,ORD-00012,2026-04-22T10:42:00.000Z,shipped,67.42,USD
c17ff536-d4f4-4838-aa81-897d5d2ea01f,ORD-00165,2026-04-22T12:19:00.000Z,delivered,45.96,USD
091580fa-58e7-4853-a1d7-ded02ba587dd,ORD-00149,2026-04-22T13:39:00.000Z,delivered,28.46,USD
13b24468-b775-44e9-a220-4c24bbd72303,ORD-00189,2026-04-22T14:01:00.000Z,delivered,27.97,USD
8216757d-c128-4673-a402-1c7aa9ff2ff5,ORD-00082,2026-04-22T14:58:00.000Z,delivered,63.95,USD
f058f3d5-d7fa-42a0-9ad6-951da6dc9423,ORD-00134,2026-04-22T15:39:00.000Z,shipped,28.97,USD
8c4cca00-1e6d-4297-b2bd-e9590f0e16be,ORD-00027,2026-04-22T17:27:00.000Z,delivered,107.40,USD
4ea009d6-9492-4451-b1f2-a99c9e1319a8,ORD-00091,2026-04-22T18:33:00.000Z,delivered,48.96,USD
43ea3097-dc60-4f09-a7a9-ab69ed59f106,ORD-00028,2026-04-22T19:18:00.000Z,delivered,59.93,USD
ac06dd91-a827-4a37-8090-fe7bfdbab1d6,ORD-00064,2026-04-22T20:39:00.000Z,cancelled,54.46,USD
3a68feca-bd46-4bf2-9691-45ce2d01ff59,ORD-00179,2026-04-22T22:07:00.000Z,delivered,29.97,USD
6154ddcd-ba9e-42f0-973a-cc68f99cc56c,ORD-00066,2026-04-23T08:14:00.000Z,delivered,19.98,USD
5c443abf-a00e-4cfd-a29c-594628afb2c8,ORD-00081,2026-04-23T15:04:00.000Z,delivered,86.93,USD
bd5cc8c2-7a9e-4869-865a-6b9d5dd96973,ORD-00115,2026-04-23T18:16:00.000Z,delivered,31.97,USD
5543b900-c058-4e6c-a81a-aaf360acbff5,ORD-00047,2026-04-23T20:45:00.000Z,shipped,67.92,USD
b4c31e01-dbe3-4966-a30d-6cde268ccc04,ORD-00005,2026-04-23T21:22:00.000Z,cancelled,42.93,USD
192741c5-1c83-4327-9e46-ce3a2247b79c,ORD-00100,2026-04-24T08:23:00.000Z,delivered,32.97,USD
cc4146de-020c-4811-ba60-2f035c044a89,ORD-00163,2026-04-24T18:16:00.000Z,delivered,41.47,USD
ce3e5049-d3f1-4940-9dec-307734a43f1a,ORD-00090,2026-04-24T21:36:00.000Z,shipped,34.47,USD
b22c2c83-38c9-44e5-91f2-1c82835b9dbd,ORD-00143,2026-04-25T11:52:00.000Z,cancelled,43.46,USD
315163d5-17bc-4010-beb0-4411dabe3433,ORD-00111,2026-04-25T12:06:00.000Z,shipped,12.99,USD
f27f0801-8611-4637-83ab-e898feffb151,ORD-00127,2026-04-25T16:29:00.000Z,shipped,47.93,USD
7d7ed71f-c85a-4fc5-ba23-9a3a2b145c18,ORD-00034,2026-04-25T17:45:00.000Z,delivered,97.91,USD
12d4bd69-1499-4b8f-8dcf-5ed4a727c89b,ORD-00029,2026-04-25T20:31:00.000Z,shipped,73.95,USD
698bd79d-7934-41c6-b9d2-66ff85c0325b,ORD-00141,2026-04-25T20:57:00.000Z,delivered,13.49,USD
4123feff-8e59-4cd1-9d68-efbb88c31c1f,ORD-00085,2026-04-26T17:48:00.000Z,delivered,108.91,USD
bc240f12-56c1-4f49-bebd-fc749528338e,ORD-00171,2026-04-26T19:47:00.000Z,delivered,94.92,USD
8d81873f-2e1c-4e89-86f0-fc8f50dc01c2,ORD-00150,2026-04-26T19:59:00.000Z,shipped,77.43,USD
3034be2b-c2a5-424e-ae75-fece9d219ab2,ORD-00062,2026-04-27T13:37:00.000Z,delivered,9.99,USD
c26996ae-6e87-4d21-ab10-dfa7ed51c240,ORD-00167,2026-04-28T12:39:00.000Z,delivered,38.96,USD
7ddd2a8c-6e94-4e27-b031-b4c23dfb3c99,ORD-00128,2026-04-28T16:28:00.000Z,delivered,80.93,USD
aa4d4359-d3a5-4a3e-9d9d-fa81e45087c0,ORD-00153,2026-04-28T17:51:00.000Z,confirmed,56.96,USD
aba6031e-41a6-4f26-915a-59f1f9a48945,ORD-00004,2026-04-28T19:18:00.000Z,shipped,82.43,USD
70419ee9-efa0-41f5-a053-d6634e633b59,ORD-00011,2026-04-28T22:57:00.000Z,submitted,44.46,USD
5e0ed237-fa1b-4fd9-a058-9145a53ad924,ORD-00175,2026-04-29T12:41:00.000Z,shipped,11.99,USD
c3a4b809-4ad6-4438-9244-118f14f36e71,ORD-00152,2026-04-29T13:13:00.000Z,shipped,13.49,USD
ae56c3e0-1cb1-45d5-a6e6-e050f51611e2,ORD-00195,2026-04-29T14:19:00.000Z,shipped,55.95,USD
4ea67b7d-6f5b-4748-8382-60317eb9f97e,ORD-00023,2026-04-29T15:41:00.000Z,delivered,37.47,USD
d445a20c-e339-488d-ac45-5c687314e4cb,ORD-00106,2026-04-29T17:58:00.000Z,submitted,12.99,USD
71c38c4a-5e78-4abc-95b6-6eb746da6548,ORD-00058,2026-04-29T18:56:00.000Z,delivered,54.95,USD
2da6d0e0-f700-4e48-8528-4cca4a05e22d,ORD-00191,2026-04-29T21:54:00.000Z,delivered,34.47,USD
db905730-4399-4c72-8adf-ff932c41af14,ORD-00060,2026-04-30T12:27:00.000Z,shipped,82.91,USD
7e078194-bdb6-471c-8116-0121ba20f9e7,ORD-00156,2026-04-30T12:57:00.000Z,delivered,50.94,USD
f06ef437-0e6f-4733-a07a-d1747ee113e1,ORD-00130,2026-04-30T17:49:00.000Z,delivered,50.96,USD
1cbe05d8-59b1-434d-b17c-91469b91397f,ORD-00120,2026-04-30T18:25:00.000Z,submitted,62.93,USD
9dee167e-24a9-4d8d-9927-ee0084d4677a,ORD-00067,2026-04-30T18:57:00.000Z,delivered,47.95,USD
7f35839d-917f-4f4d-a3da-cb81945bd5da,ORD-00007,2026-04-30T21:28:00.000Z,confirmed,100.92,USD
15e45df4-5bba-42ac-889f-99ba1ac65106,ORD-00169,2026-04-30T22:32:00.000Z,confirmed,20.47,USD
80dee9ce-721e-4234-9cbb-f63498c3f87e,ORD-00043,2026-04-30T22:46:00.000Z,submitted,60.94,USD
1760e1ca-7c90-4477-832e-9b0c2ec42b16,ORD-00142,2026-05-01T09:51:00.000Z,confirmed,42.96,USD
54a105d5-dde8-4468-900d-4a6bfb275bc7,ORD-00158,2026-05-01T13:41:00.000Z,submitted,41.95,USD
1f5db61c-3b88-4a6a-8aa5-983b6c05f062,ORD-00174,2026-05-01T13:54:00.000Z,shipped,59.45,USD
24bde2ea-72f9-4423-9c2b-bd220570684c,ORD-00072,2026-05-01T21:37:00.000Z,delivered,11.99,USD
1d1e420b-f420-42bf-a62b-e5fad777f401,ORD-00176,2026-05-02T13:47:00.000Z,shipped,14.97,USD
e6e8742c-52d5-4ea6-adb2-9cfb5b1d0caf,ORD-00014,2026-05-02T18:46:00.000Z,shipped,58.95,USD
c2d1de60-685d-47ad-9b29-8278b486cb5a,ORD-00116,2026-05-02T19:18:00.000Z,delivered,91.92,USD
25a99ed2-9857-453c-8500-f2474b2e4347,ORD-00038,2026-05-04T01:58:00.000Z,confirmed,31.98,USD
2b5b87cf-dfd5-4711-b1d2-45f531f0c377,ORD-00173,2026-05-04T10:44:00.000Z,delivered,76.94,USD
7d5df1f8-db3f-4f32-87ba-8e9abd3b65b0,ORD-00186,2026-05-04T12:19:00.000Z,submitted,19.98,USD
